2023-05-18 22:28:15.228534304 -0300 -03 m=+20.162891516 127.0.0.1:47808 POST /users
2023-05-18 22:44:49.595420327 -0300 -03 m=+33.983259965 127.0.0.1:36314 POST /users
2023-05-18 22:44:49.647186662 -0300 -03 m=+34.035026300 127.0.0.1:36318 POST /users
2023-05-18 22:44:52.281555945 -0300 -03 m=+36.669395582 127.0.0.1:44542 POST /users/token
